loc,time,habitat,species,trophic,d13c,d15n,family,predmass_min,predmass_max,Body Mass Reference,Isotope Reference
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-10,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-10.4,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-11.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-13.1,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-11.2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-10.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-11.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-10.8,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-10.4,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-10.3,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-7.9,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-12,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-3.1,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-9.5,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus sp.,1,-12.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus sp.,1,-13.2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus sp.,1,-12.2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus sp.,1,-12.1,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus sp.,1,-13.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Canis edwardii,2,-8.4,,C,20,40,Gazin 1942,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Canis edwardii,2,-6.7,,C,20,40,Gazin 1942,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Canis edwardii,2,-11.5,,C,20,40,Gazin 1942,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Canis edwardii,2,-6.5,,C,20,40,Gazin 1942,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Canis edwardii,2,-5.4,,C,20,40,Gazin 1942,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Canis edwardii,2,-7.7,,C,20,40,Gazin 1942,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Canis edwardii,2,-8.7,,C,20,40,Gazin 1942,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Canis edwardii,2,-6.6,,C,20,40,Gazin 1942,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Canis edwardii,2,-4.1,,C,20,40,Gazin 1942,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Canis edwardii,2,-10.1,,C,20,40,Gazin 1942,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Cuvieronius tropicus,1,-4.4,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Cuvieronius tropicus,1,-3.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Cuvieronius tropicus,1,-4.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-5.1,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-3.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-1.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-1.7,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-1.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-3.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-4,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-2.8,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-2.1,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-1.8,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-3.2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-3.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-2.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-3.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-3.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Equus sp.,1,-3.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Hemiauchenia macrocephala,1,-3.2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Hemiauchenia macrocephala,1,-5.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Hemiauchenia macrocephala,1,-8,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Hemiauchenia macrocephala,1,-8.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Hemiauchenia macrocephala,1,-8.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Hemiauchenia macrocephala,1,-8.2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Hemiauchenia macrocephala,1,-3.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Hemiauchenia macrocephala,1,-6.2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Hemiauchenia macrocephala,1,-4,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Hemiauchenia macrocephala,1,-8.7,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammut americanum,1,-13,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammut americanum,1,-10.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammut americanum,1,-13.1,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammut americanum,1,-11.8,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammut americanum,1,-11.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammuthus hayi,1,-2.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammuthus hayi,1,-3.8,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammuthus hayi,1,-2.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammuthus hayi,1,-4.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammuthus hayi,1,-2.7,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammuthus hayi,1,-2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammuthus hayi,1,-2.7,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammuthus hayi,1,-2.4,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mammuthus hayi,1,-0.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mylohyus fossilis,1,-12.2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mylohyus fossilis,1,-4.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mylohyus fossilis,1,-10.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mylohyus fossilis,1,-9.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mylohyus fossilis,1,-10.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mylohyus fossilis,1,-6.7,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mylohyus fossilis,1,-10.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mylohyus fossilis,1,-7,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Mylohyus fossilis,1,-5.8,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Odocoileus virginianus,1,-12.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Odocoileus virginianus,1,-12.8,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Odocoileus virginianus,1,-10.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Odocoileus virginianus,1,-10.4,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Odocoileus virginianus,1,-11.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Odocoileus virginianus,1,-13.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Odocoileus virginianus,1,-10,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Odocoileus virginianus,1,-12.8,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Palaeolama mirifica,1,-12.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Palaeolama mirifica,1,-11.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Palaeolama mirifica,1,-12.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Palaeolama mirifica,1,-14.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Palaeolama mirifica,1,-13.1,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Palaeolama mirifica,1,-12.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Palaeolama mirifica,1,-14,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-8,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-3.9,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-7.4,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-5.1,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-6.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-12.7,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-4,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-7.7,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-9.2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-6.6,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Platygonus vetus,1,-3.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-11.7,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-9.9,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-9.1,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-9.3,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-9.1,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-8.5,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-8.4,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-9.7,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-9.5,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-8.8,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-8.9,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-9.3,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Smilodon gracilis,2,-8.8,,F,55,100,Christiansen 2005,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus haysii,1,-12,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus haysii,1,-12.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus haysii,1,-12.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus haysii,1,-13.2,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus haysii,1,-12.8,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus haysii,1,-12.5,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus haysii,1,-12.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus haysii,1,-13.3,,,,,,Feranec 2014
Florida,early/mid Pleistocene,C3C4,Tapirus haysii,1,-13.4,,,,,,Feranec 2014
